Year,Month,Day,Hour,Minute,All,Optimal
2015,1,1,1,0,0,0
2015,1,1,2,0,0,0
2015,1,1,3,0,0,0
2015,1,1,4,0,0,0
2015,1,1,5,0,6.84693E-05,2.06647E-05
2015,1,1,6,0,0.012233005,0.018350501
2015,1,1,7,0,0.10335687,0.117574475
2015,1,1,8,0,0.287071204,0.309540633
2015,1,1,9,0,0.431200447,0.475269697
2015,1,1,10,0,0.500014755,0.581673934
2015,1,1,11,0,0.535676208,0.575220497
2015,1,1,12,0,0.523329122,0.561821075
2015,1,1,13,0,0.520508526,0.585014696
2015,1,1,14,0,0.522215599,0.548682532
2015,1,1,15,0,0.490018183,0.497219273
2015,1,1,16,0,0.380474574,0.351588832
2015,1,1,17,0,0.220447255,0.192634907
2015,1,1,18,0,0.072092073,0.060131721
2015,1,1,19,0,0.004143715,0.004819241
2015,1,1,20,0,0,0
2015,1,1,21,0,0,0
2015,1,1,22,0,0,0
2015,1,1,23,0,0,0
2015,1,2,0,0,0,0
2015,1,2,1,0,0,0
2015,1,2,2,0,0,0
2015,1,2,3,0,0,0
2015,1,2,4,0,0,0
2015,1,2,5,0,0.000155325,9.83462E-05
2015,1,2,6,0,0.030477943,0.02975086
2015,1,2,7,0,0.135373222,0.148015705
2015,1,2,8,0,0.258224304,0.291525606
2015,1,2,9,0,0.370733139,0.395830385
2015,1,2,10,0,0.513214525,0.469598998
2015,1,2,11,0,0.583718946,0.562732143
2015,1,2,12,0,0.612978031,0.596156024
2015,1,2,13,0,0.609519838,0.586773314
2015,1,2,14,0,0.559408451,0.574969632
2015,1,2,15,0,0.376807918,0.371387266
2015,1,2,16,0,0.220627965,0.212354546
2015,1,2,17,0,0.10549343,0.104822034
2015,1,2,18,0,0.057260223,0.052107968
2015,1,2,19,0,0.005601672,0.005657471
2015,1,2,20,0,0,0
2015,1,2,21,0,0,0
2015,1,2,22,0,0,0
2015,1,2,23,0,0,0
2015,1,3,0,0,0,0
2015,1,3,1,0,0,0
2015,1,3,2,0,0,0
2015,1,3,3,0,0,0
2015,1,3,4,0,0,0
2015,1,3,5,0,9.18748E-05,8.79073E-06
2015,1,3,6,0,0.020502697,0.01932393
2015,1,3,7,0,0.089621306,0.092431867
2015,1,3,8,0,0.169420819,0.174966833
2015,1,3,9,0,0.226514022,0.233348126
2015,1,3,10,0,0.390473099,0.395175459
2015,1,3,11,0,0.515843903,0.536854084
2015,1,3,12,0,0.584258034,0.606879717
2015,1,3,13,0,0.608706356,0.637880833
2015,1,3,14,0,0.568422889,0.597024745
2015,1,3,15,0,0.504732311,0.540327245
2015,1,3,16,0,0.348836998,0.348436984
2015,1,3,17,0,0.15269561,0.135792266
2015,1,3,18,0,0.056983842,0.05578799
2015,1,3,19,0,0.008788501,0.009951653
2015,1,3,20,0,0,0
2015,1,3,21,0,0,0
2015,1,3,22,0,0,0
2015,1,3,23,0,0,0
2015,1,4,0,0,0,0
2015,1,4,1,0,0,0
2015,1,4,2,0,0,0
2015,1,4,3,0,0,0
2015,1,4,4,0,0,0
2015,1,4,5,0,5.70956E-05,3.01633E-05
2015,1,4,6,0,0.024693071,0.024982314
2015,1,4,7,0,0.110871736,0.121408725
2015,1,4,8,0,0.24553103,0.259543223
2015,1,4,9,0,0.347743424,0.355133505
2015,1,4,10,0,0.462628649,0.49916575
2015,1,4,11,0,0.495540145,0.510382346
2015,1,4,12,0,0.568410296,0.561091773
2015,1,4,13,0,0.555254679,0.534590858
2015,1,4,14,0,0.550820176,0.548359689
2015,1,4,15,0,0.539119752,0.535427503
2015,1,4,16,0,0.420608732,0.391359114
2015,1,4,17,0,0.229199312,0.199641478
2015,1,4,18,0,0.094013767,0.077767719
2015,1,4,19,0,0.012746024,0.011549253
2015,1,4,20,0,0,0
2015,1,4,21,0,0,0
2015,1,4,22,0,0,0
2015,1,4,23,0,0,0
2015,1,5,0,0,0,0
2015,1,5,1,0,0,0
2015,1,5,2,0,0,0
2015,1,5,3,0,0,0
2015,1,5,4,0,0,0
2015,1,5,5,0,8.4793E-05,1.00909E-05
2015,1,5,6,0,0.023451613,0.021503311
2015,1,5,7,0,0.129422215,0.142179553
2015,1,5,8,0,0.206952115,0.223939224
2015,1,5,9,0,0.254992773,0.263022937
2015,1,5,10,0,0.306269716,0.300127027
2015,1,5,11,0,0.447922823,0.416913856
2015,1,5,12,0,0.485200202,0.475571595
2015,1,5,13,0,0.367736881,0.381455426
2015,1,5,14,0,0.358617245,0.329359414
2015,1,5,15,0,0.306104388,0.280884958
2015,1,5,16,0,0.233408204,0.219095724
2015,1,5,17,0,0.131927225,0.125791919
2015,1,5,18,0,0.057669523,0.054285578
2015,1,5,19,0,0.006926392,0.007229043
2015,1,5,20,0,0,0
2015,1,5,21,0,0,0
2015,1,5,22,0,0,0
2015,1,5,23,0,0,0
2015,1,6,0,0,0,0
2015,1,6,1,0,0,0
2015,1,6,2,0,0,0
2015,1,6,3,0,0,0
2015,1,6,4,0,0,0
2015,1,6,5,0,9.01949E-05,2.84658E-05
2015,1,6,6,0,0.024526335,0.024116593
2015,1,6,7,0,0.119413092,0.114441367
2015,1,6,8,0,0.291766298,0.280524507
2015,1,6,9,0,0.445438609,0.449590186
2015,1,6,10,0,0.554830208,0.526397342
2015,1,6,11,0,0.642514461,0.606416347
2015,1,6,12,0,0.667465008,0.654584862
2015,1,6,13,0,0.67356234,0.669393355
2015,1,6,14,0,0.59275948,0.58411002
2015,1,6,15,0,0.505465874,0.479665767
2015,1,6,16,0,0.410540206,0.381996207
2015,1,6,17,0,0.252585657,0.218248563
2015,1,6,18,0,0.094513899,0.072658854
2015,1,6,19,0,0.011841617,0.009880567
2015,1,6,20,0,0,0
2015,1,6,21,0,0,0
2015,1,6,22,0,0,0
2015,1,6,23,0,0,0
2015,1,7,0,0,0,0
2015,1,7,1,0,0,0
2015,1,7,2,0,0,0
2015,1,7,3,0,0,0
2015,1,7,4,0,0,0
2015,1,7,5,0,4.50616E-05,3.32985E-06
2015,1,7,6,0,0.025409669,0.020572845
2015,1,7,7,0,0.095132588,0.10475642
2015,1,7,8,0,0.176356906,0.199826611
2015,1,7,9,0,0.168423785,0.175694017
2015,1,7,10,0,0.181126679,0.204675425
2015,1,7,11,0,0.307728199,0.308845713
2015,1,7,12,0,0.415585359,0.385705501
2015,1,7,13,0,0.371831199,0.353541767
2015,1,7,14,0,0.317364236,0.301533331
2015,1,7,15,0,0.295282506,0.277857732
2015,1,7,16,0,0.273596273,0.266264672
2015,1,7,17,0,0.204859289,0.190080905
2015,1,7,18,0,0.095088767,0.074211105
2015,1,7,19,0,0.012497644,0.009386012
2015,1,7,20,0,0,0
2015,1,7,21,0,0,0
2015,1,7,22,0,0,0
2015,1,7,23,0,0,0
2015,1,8,0,0,0,0
2015,1,8,1,0,0,0
2015,1,8,2,0,0,0
2015,1,8,3,0,0,0
2015,1,8,4,0,0,0
2015,1,8,5,0,6.4152E-05,2.2199E-06
2015,1,8,6,0,0.027257101,0.025391584
2015,1,8,7,0,0.10613754,0.111659803
2015,1,8,8,0,0.159810945,0.191326562
2015,1,8,9,0,0.324724481,0.351347809
2015,1,8,10,0,0.465723332,0.462128081
2015,1,8,11,0,0.515462819,0.512636611
2015,1,8,12,0,0.580448982,0.561631594
2015,1,8,13,0,0.482584006,0.458354129
2015,1,8,14,0,0.368067535,0.369774976
2015,1,8,15,0,0.278294051,0.307072496
2015,1,8,16,0,0.256729818,0.273615274
2015,1,8,17,0,0.150772598,0.140997897
2015,1,8,18,0,0.065175592,0.054564009
2015,1,8,19,0,0.011338091,0.010472121
2015,1,8,20,0,0,0
2015,1,8,21,0,0,0
2015,1,8,22,0,0,0
2015,1,8,23,0,0,0
2015,1,9,0,0,0,0
2015,1,9,1,0,0,0
2015,1,9,2,0,0,0
2015,1,9,3,0,0,0
2015,1,9,4,0,0,0
2015,1,9,5,0,3.21218E-05,3.88482E-06
2015,1,9,6,0,0.027952507,0.020517694
2015,1,9,7,0,0.15711135,0.142493737
2015,1,9,8,0,0.327157795,0.316454198
2015,1,9,9,0,0.461937458,0.433363211
2015,1,9,10,0,0.560459136,0.520381515
2015,1,9,11,0,0.64516038,0.602071553
2015,1,9,12,0,0.66526622,0.63307256
2015,1,9,13,0,0.665154897,0.603781123
2015,1,9,14,0,0.607106441,0.57670137
2015,1,9,15,0,0.505056296,0.483634287
2015,1,9,16,0,0.407844102,0.384883886
2015,1,9,17,0,0.226455155,0.213050691
2015,1,9,18,0,0.079791193,0.063520789
2015,1,9,19,0,0.007916942,0.008180563
2015,1,9,20,0,0,0
2015,1,9,21,0,0,0
2015,1,9,22,0,0,0
2015,1,9,23,0,0,0
2015,1,10,0,0,0,0
2015,1,10,1,0,0,0
2015,1,10,2,0,0,0
2015,1,10,3,0,0,0
2015,1,10,4,0,0,0
2015,1,10,5,0,2.11406E-05,0
2015,1,10,6,0,0.018797886,0.018103111
2015,1,10,7,0,0.130023446,0.128898404
2015,1,10,8,0,0.277719009,0.282071805
2015,1,10,9,0,0.456993223,0.469809491
2015,1,10,10,0,0.589212442,0.579183779
2015,1,10,11,0,0.636470764,0.611671978
2015,1,10,12,0,0.666360781,0.640528623
2015,1,10,13,0,0.692356681,0.671261973
2015,1,10,14,0,0.65146938,0.637702383
2015,1,10,15,0,0.555875127,0.551308943
2015,1,10,16,0,0.430990551,0.410567012
2015,1,10,17,0,0.231490309,0.201300174
2015,1,10,18,0,0.077378164,0.066128551
2015,1,10,19,0,0.007729769,0.008412834
2015,1,10,20,0,0,0
2015,1,10,21,0,0,0
2015,1,10,22,0,0,0
2015,1,10,23,0,0,0
2015,1,11,0,0,0,0
2015,1,11,1,0,0,0
2015,1,11,2,0,0,0
2015,1,11,3,0,0,0
2015,1,11,4,0,0,0
2015,1,11,5,0,0,0
2015,1,11,6,0,0.011013296,0.014193198
2015,1,11,7,0,0.09551901,0.098331694
2015,1,11,8,0,0.166433913,0.180551644
2015,1,11,9,0,0.365652182,0.395104287
2015,1,11,10,0,0.296048911,0.285148954
2015,1,11,11,0,0.306675321,0.313610656
2015,1,11,12,0,0.327577793,0.333644136
2015,1,11,13,0,0.307924262,0.310513913
2015,1,11,14,0,0.207276376,0.195424118
2015,1,11,15,0,0.202130559,0.190822677
2015,1,11,16,0,0.144803651,0.145231309
2015,1,11,17,0,0.08822831,0.088820563
2015,1,11,18,0,0.032680939,0.032948963
2015,1,11,19,0,0.004541678,0.006424727
2015,1,11,20,0,0,0
2015,1,11,21,0,0,0
2015,1,11,22,0,0,0
2015,1,11,23,0,0,0
2015,1,12,0,0,0,0
2015,1,12,1,0,0,0
2015,1,12,2,0,0,0
2015,1,12,3,0,0,0
2015,1,12,4,0,0,0
2015,1,12,5,0,0,0
2015,1,12,6,0,0.009424237,0.010675818
2015,1,12,7,0,0.074003048,0.074919104
2015,1,12,8,0,0.191835851,0.190807786
2015,1,12,9,0,0.264559827,0.265744259
2015,1,12,10,0,0.404330142,0.420393338
2015,1,12,11,0,0.526837045,0.532394165
2015,1,12,12,0,0.429984821,0.442697898
2015,1,12,13,0,0.3312695,0.377228065
2015,1,12,14,0,0.263558009,0.283864207
2015,1,12,15,0,0.261508192,0.278434067
2015,1,12,16,0,0.206621786,0.208848636
2015,1,12,17,0,0.131626839,0.125323508
2015,1,12,18,0,0.052744852,0.056623356
2015,1,12,19,0,0.007128304,0.008772145
2015,1,12,20,0,0,0
2015,1,12,21,0,0,0
2015,1,12,22,0,0,0
2015,1,12,23,0,0,0
2015,1,13,0,0,0,0
2015,1,13,1,0,0,0
2015,1,13,2,0,0,0
2015,1,13,3,0,0,0
2015,1,13,4,0,0,0
2015,1,13,5,0,0,0
2015,1,13,6,0,0.009003317,0.010715064
2015,1,13,7,0,0.06588492,0.067594853
2015,1,13,8,0,0.181199867,0.184503562
2015,1,13,9,0,0.353279974,0.351861759
2015,1,13,10,0,0.32825675,0.320172177
2015,1,13,11,0,0.344693744,0.372309602
2015,1,13,12,0,0.281504966,0.280453536
2015,1,13,13,0,0.234450098,0.237586077
2015,1,13,14,0,0.276733862,0.263428777
2015,1,13,15,0,0.266255656,0.257381896
2015,1,13,16,0,0.210742154,0.193561987
2015,1,13,17,0,0.141053115,0.125850542
2015,1,13,18,0,0.050924468,0.050371136
2015,1,13,19,0,0.006863464,0.00851824
2015,1,13,20,0,0,0
2015,1,13,21,0,0,0
2015,1,13,22,0,0,0
2015,1,13,23,0,0,0
2015,1,14,0,0,0,0
2015,1,14,1,0,0,0
2015,1,14,2,0,0,0
2015,1,14,3,0,0,0
2015,1,14,4,0,0,0
2015,1,14,5,0,0,0
2015,1,14,6,0,0.005447095,0.007882036
2015,1,14,7,0,0.05239616,0.05489698
2015,1,14,8,0,0.121995514,0.124432826
2015,1,14,9,0,0.240552252,0.231894114
2015,1,14,10,0,0.378117738,0.365071672
2015,1,14,11,0,0.407608287,0.409492926
2015,1,14,12,0,0.406523391,0.408681321
2015,1,14,13,0,0.429535262,0.435716225
2015,1,14,14,0,0.436978893,0.455759623
2015,1,14,15,0,0.319574473,0.354706867
2015,1,14,16,0,0.207494695,0.226826143
2015,1,14,17,0,0.114080442,0.112752403
2015,1,14,18,0,0.045943106,0.046807859
2015,1,14,19,0,0.006367048,0.008553001
2015,1,14,20,0,0,0
2015,1,14,21,0,0,0
2015,1,14,22,0,0,0
2015,1,14,23,0,0,0
2015,1,15,0,0,0,0
2015,1,15,1,0,0,0
2015,1,15,2,0,0,0
2015,1,15,3,0,0,0
2015,1,15,4,0,0,0
2015,1,15,5,0,0,0
2015,1,15,6,0,0.019708487,0.017998573
2015,1,15,7,0,0.113284137,0.113110539
2015,1,15,8,0,0.275257646,0.288677663
2015,1,15,9,0,0.393756864,0.404980526
2015,1,15,10,0,0.55682739,0.574257212
2015,1,15,11,0,0.693393044,0.700661086
2015,1,15,12,0,0.728022063,0.718337686
2015,1,15,13,0,0.650855847,0.630527484
2015,1,15,14,0,0.621606175,0.605979694
2015,1,15,15,0,0.576104393,0.587577324
2015,1,15,16,0,0.437173392,0.431566
2015,1,15,17,0,0.255147029,0.214469453
2015,1,15,18,0,0.094724166,0.068161064
2015,1,15,19,0,0.013127029,0.011587954
2015,1,15,20,0,0,0
2015,1,15,21,0,0,0
2015,1,15,22,0,0,0
2015,1,15,23,0,0,0
2015,1,16,0,0,0,0
2015,1,16,1,0,0,0
2015,1,16,2,0,0,0
2015,1,16,3,0,0,0
2015,1,16,4,0,0,0
2015,1,16,5,0,0,0
2015,1,16,6,0,0.024679894,0.017984567
2015,1,16,7,0,0.151154664,0.124649156
2015,1,16,8,0,0.337569244,0.332149035
2015,1,16,9,0,0.524675241,0.531792269
2015,1,16,10,0,0.650790431,0.662232432
2015,1,16,11,0,0.716205097,0.735741284
2015,1,16,12,0,0.726900312,0.711725571
2015,1,16,13,0,0.713797165,0.703248289
2015,1,16,14,0,0.670385428,0.660436947
2015,1,16,15,0,0.581339765,0.567211415
2015,1,16,16,0,0.445179708,0.415700892
2015,1,16,17,0,0.255324998,0.209146651
2015,1,16,18,0,0.092313344,0.062943135
2015,1,16,19,0,0.012638702,0.01063753
2015,1,16,20,0,0,0
2015,1,16,21,0,0,0
2015,1,16,22,0,0,0
2015,1,16,23,0,0,0
2015,1,17,0,0,0,0
2015,1,17,1,0,0,0
2015,1,17,2,0,0,0
2015,1,17,3,0,0,0
2015,1,17,4,0,0,0
2015,1,17,5,0,0,0
2015,1,17,6,0,0.023375335,0.017068336
2015,1,17,7,0,0.146570077,0.120595068
2015,1,17,8,0,0.329738515,0.321562429
2015,1,17,9,0,0.516108023,0.538123478
2015,1,17,10,0,0.637978831,0.662520959
2015,1,17,11,0,0.703081491,0.728240232
2015,1,17,12,0,0.718072123,0.735065605
2015,1,17,13,0,0.664612395,0.702469529
2015,1,17,14,0,0.597697524,0.628269611
2015,1,17,15,0,0.456969863,0.499864805
2015,1,17,16,0,0.368472248,0.369824737
2015,1,17,17,0,0.227431032,0.215457939
2015,1,17,18,0,0.088415227,0.067716343
2015,1,17,19,0,0.012499452,0.011995511
2015,1,17,20,0,0,0
2015,1,17,21,0,0,0
2015,1,17,22,0,0,0
2015,1,17,23,0,0,0
2015,1,18,0,0,0,0
2015,1,18,1,0,0,0
2015,1,18,2,0,0,0
2015,1,18,3,0,0,0
2015,1,18,4,0,0,0
2015,1,18,5,0,0,0
2015,1,18,6,0,0.017445317,0.019211654
2015,1,18,7,0,0.126485581,0.118807214
2015,1,18,8,0,0.27473048,0.281002964
2015,1,18,9,0,0.455270715,0.453770161
2015,1,18,10,0,0.583358875,0.605126774
2015,1,18,11,0,0.696043951,0.729915161
2015,1,18,12,0,0.695768252,0.722409653
2015,1,18,13,0,0.604800119,0.605563442
2015,1,18,14,0,0.641896756,0.639714227
2015,1,18,15,0,0.574142896,0.573417627
2015,1,18,16,0,0.420722736,0.408279315
2015,1,18,17,0,0.240107184,0.218513127
2015,1,18,18,0,0.092267562,0.074866286
2015,1,18,19,0,0.012455806,0.012287756
2015,1,18,20,0,0,0
2015,1,18,21,0,0,0
2015,1,18,22,0,0,0
2015,1,18,23,0,0,0
2015,1,19,0,0,0,0
2015,1,19,1,0,0,0
2015,1,19,2,0,0,0
2015,1,19,3,0,0,0
2015,1,19,4,0,0,0
2015,1,19,5,0,0,0
2015,1,19,6,0,0.012029527,0.013691619
2015,1,19,7,0,0.110467705,0.102639057
2015,1,19,8,0,0.214952854,0.214815181
2015,1,19,9,0,0.343446056,0.323619568
2015,1,19,10,0,0.484047703,0.430062719
2015,1,19,11,0,0.596511765,0.557100181
2015,1,19,12,0,0.524596739,0.480228385
2015,1,19,13,0,0.437404839,0.403826944
2015,1,19,14,0,0.456750878,0.404376027
2015,1,19,15,0,0.276218607,0.240229054
2015,1,19,16,0,0.293334556,0.276869237
2015,1,19,17,0,0.077738736,0.071799254
2015,1,19,18,0,0.024918132,0.025958184
2015,1,19,19,0,0.004997123,0.007229781
2015,1,19,20,0,0,0
2015,1,19,21,0,0,0
2015,1,19,22,0,0,0
2015,1,19,23,0,0,0
2015,1,20,0,0,0,0
2015,1,20,1,0,0,0
2015,1,20,2,0,0,0
2015,1,20,3,0,0,0
2015,1,20,4,0,0,0
2015,1,20,5,0,0,0
2015,1,20,6,0,0.005871242,0.008369623
2015,1,20,7,0,0.044001831,0.049387926
2015,1,20,8,0,0.08811564,0.090165165
2015,1,20,9,0,0.131403233,0.140251472
2015,1,20,10,0,0.251152405,0.244046494
2015,1,20,11,0,0.305527572,0.301468644
2015,1,20,12,0,0.562050691,0.578293776
2015,1,20,13,0,0.607162969,0.656449567
2015,1,20,14,0,0.605061076,0.642010342
2015,1,20,15,0,0.552682112,0.574807884
2015,1,20,16,0,0.421641465,0.437805339
2015,1,20,17,0,0.240198904,0.231065486
2015,1,20,18,0,0.072318482,0.061991337
2015,1,20,19,0,0.012075338,0.010814053
2015,1,20,20,0,0,0
2015,1,20,21,0,0,0
2015,1,20,22,0,0,0
2015,1,20,23,0,0,0
2015,1,21,0,0,0,0
2015,1,21,1,0,0,0
2015,1,21,2,0,0,0
2015,1,21,3,0,0,0
2015,1,21,4,0,0,0
2015,1,21,5,0,0,0
2015,1,21,6,0,0.014042197,0.015063772
2015,1,21,7,0,0.103083175,0.102643102
2015,1,21,8,0,0.265317902,0.260988789
2015,1,21,9,0,0.451481359,0.444350183
2015,1,21,10,0,0.490163272,0.501407392
2015,1,21,11,0,0.537225779,0.517584269
2015,1,21,12,0,0.641055545,0.622780379
2015,1,21,13,0,0.584147715,0.572603702
2015,1,21,14,0,0.523384633,0.525616589
2015,1,21,15,0,0.508539041,0.512388696
2015,1,21,16,0,0.429875767,0.405516638
2015,1,21,17,0,0.194433032,0.17915424
2015,1,21,18,0,0.051992276,0.054222324
2015,1,21,19,0,0.009575092,0.010641291
2015,1,21,20,0,0,0
2015,1,21,21,0,0,0
2015,1,21,22,0,0,0
2015,1,21,23,0,0,0
2015,1,22,0,0,0,0
2015,1,22,1,0,0,0
2015,1,22,2,0,0,0
2015,1,22,3,0,0,0
2015,1,22,4,0,0,0
2015,1,22,5,0,0,0
2015,1,22,6,0,0.014182752,0.014575642
2015,1,22,7,0,0.100181259,0.099465504
2015,1,22,8,0,0.216374503,0.209073842
2015,1,22,9,0,0.393791028,0.38669595
2015,1,22,10,0,0.473873456,0.487378137
2015,1,22,11,0,0.437762292,0.449807813
2015,1,22,12,0,0.418070256,0.423194287
2015,1,22,13,0,0.391001023,0.400388829
2015,1,22,14,0,0.291391176,0.298291557
2015,1,22,15,0,0.197607577,0.19943499
2015,1,22,16,0,0.131224513,0.134013682
2015,1,22,17,0,0.066135761,0.069687244
2015,1,22,18,0,0.020789972,0.025262068
2015,1,22,19,0,0.002899637,0.004467444
2015,1,22,20,0,0,0
2015,1,22,21,0,0,0
2015,1,22,22,0,0,0
2015,1,22,23,0,0,0
2015,1,23,0,0,0,0
2015,1,23,1,0,0,0
2015,1,23,2,0,0,0
2015,1,23,3,0,0,0
2015,1,23,4,0,0,0
2015,1,23,5,0,0,0
2015,1,23,6,0,0.00298078,0.00453841
2015,1,23,7,0,0.020387936,0.023362038
2015,1,23,8,0,0.036319721,0.040228006
2015,1,23,9,0,0.062348597,0.067615647
2015,1,23,10,0,0.064565048,0.071469156
2015,1,23,11,0,0.065938372,0.071473544
2015,1,23,12,0,0.086556152,0.086407827
2015,1,23,13,0,0.130755398,0.129956023
2015,1,23,14,0,0.097514509,0.103561813
2015,1,23,15,0,0.057955176,0.071056999
2015,1,23,16,0,0.029971288,0.04135246
2015,1,23,17,0,0.012344857,0.019203875
2015,1,23,18,0,0.004304224,0.008792421
2015,1,23,19,0,0.001278513,0.003602976
2015,1,23,20,0,0,0
2015,1,23,21,0,0,0
2015,1,23,22,0,0,0
2015,1,23,23,0,0,0
2015,1,24,0,0,0,0
2015,1,24,1,0,0,0
2015,1,24,2,0,0,0
2015,1,24,3,0,0,0
2015,1,24,4,0,0,0
2015,1,24,5,0,0,0
2015,1,24,6,0,0.001904782,0.002713919
2015,1,24,7,0,0.049728648,0.051604811
2015,1,24,8,0,0.22870279,0.236602894
2015,1,24,9,0,0.393960382,0.432852061
2015,1,24,10,0,0.48799627,0.481582725
2015,1,24,11,0,0.544856254,0.548625088
2015,1,24,12,0,0.49927897,0.492285584
2015,1,24,13,0,0.485550916,0.490618943
2015,1,24,14,0,0.473482894,0.491905534
2015,1,24,15,0,0.429621745,0.445505549
2015,1,24,16,0,0.406465087,0.414899126
2015,1,24,17,0,0.224028612,0.197929693
2015,1,24,18,0,0.083191527,0.066692416
2015,1,24,19,0,0.008130213,0.008926897
2015,1,24,20,0,0,0
2015,1,24,21,0,0,0
2015,1,24,22,0,0,0
2015,1,24,23,0,0,0
2015,1,25,0,0,0,0
2015,1,25,1,0,0,0
2015,1,25,2,0,0,0
2015,1,25,3,0,0,0
2015,1,25,4,0,0,0
2015,1,25,5,0,0,0
2015,1,25,6,0,0.017454899,0.014108082
2015,1,25,7,0,0.132993252,0.115006589
2015,1,25,8,0,0.308535812,0.314491167
2015,1,25,9,0,0.491947825,0.512599604
2015,1,25,10,0,0.620354274,0.629502018
2015,1,25,11,0,0.672227853,0.681758402
2015,1,25,12,0,0.684464253,0.696999593
2015,1,25,13,0,0.657365727,0.678529045
2015,1,25,14,0,0.616122398,0.599275046
2015,1,25,15,0,0.553938611,0.56700328
2015,1,25,16,0,0.418823668,0.414330951
2015,1,25,17,0,0.250601458,0.217052001
2015,1,25,18,0,0.087722444,0.062819583
2015,1,25,19,0,0.010826117,0.009714777
2015,1,25,20,0,0,0
2015,1,25,21,0,0,0
2015,1,25,22,0,0,0
2015,1,25,23,0,0,0
2015,1,26,0,0,0,0
2015,1,26,1,0,0,0
2015,1,26,2,0,0,0
2015,1,26,3,0,0,0
2015,1,26,4,0,0,0
2015,1,26,5,0,0,0
2015,1,26,6,0,0.015823967,0.012738279
2015,1,26,7,0,0.128497396,0.110356477
2015,1,26,8,0,0.308381667,0.313452582
2015,1,26,9,0,0.498589239,0.521690647
2015,1,26,10,0,0.628605195,0.628712091
2015,1,26,11,0,0.695779524,0.681449755
2015,1,26,12,0,0.730025567,0.719682533
2015,1,26,13,0,0.725328965,0.715997324
2015,1,26,14,0,0.646786731,0.62682398
2015,1,26,15,0,0.401814955,0.396776612
2015,1,26,16,0,0.158552457,0.15375649
2015,1,26,17,0,0.032281296,0.031682114
2015,1,26,18,0,0.010818924,0.011615446
2015,1,26,19,0,0.006127121,0.007360458
2015,1,26,20,0,0,0
2015,1,26,21,0,0,0
2015,1,26,22,0,0,0
2015,1,26,23,0,0,0
2015,1,27,0,0,0,0
2015,1,27,1,0,0,0
2015,1,27,2,0,0,0
2015,1,27,3,0,0,0
2015,1,27,4,0,0,0
2015,1,27,5,0,0,0
2015,1,27,6,0,0.018028076,0.016659814
2015,1,27,7,0,0.116231314,0.102948258
2015,1,27,8,0,0.26834812,0.235751883
2015,1,27,9,0,0.447775122,0.423370112
2015,1,27,10,0,0.510018777,0.464211114
2015,1,27,11,0,0.522687188,0.464708795
2015,1,27,12,0,0.608577606,0.532115013
2015,1,27,13,0,0.555717716,0.487130964
2015,1,27,14,0,0.470495026,0.413916725
2015,1,27,15,0,0.402339119,0.345647583
2015,1,27,16,0,0.278174198,0.210770747
2015,1,27,17,0,0.152365612,0.114540119
2015,1,27,18,0,0.04380751,0.037584362
2015,1,27,19,0,0.005973965,0.00682143
2015,1,27,20,0,0,0
2015,1,27,21,0,0,0
2015,1,27,22,0,0,0
2015,1,27,23,0,0,0
2015,1,28,0,0,0,0
2015,1,28,1,0,0,0
2015,1,28,2,0,0,0
2015,1,28,3,0,0,0
2015,1,28,4,0,0,0
2015,1,28,5,0,0,0
2015,1,28,6,0,0.002717386,0.004886587
2015,1,28,7,0,0.036092448,0.039147678
2015,1,28,8,0,0.099538961,0.101489844
2015,1,28,9,0,0.136109664,0.140872979
2015,1,28,10,0,0.28337477,0.280980929
2015,1,28,11,0,0.413185261,0.408030339
2015,1,28,12,0,0.577933576,0.552950698
2015,1,28,13,0,0.438603841,0.436379395
2015,1,28,14,0,0.301135101,0.299732659
2015,1,28,15,0,0.229403152,0.22691783
2015,1,28,16,0,0.247348124,0.236995058
2015,1,28,17,0,0.200093533,0.179962284
2015,1,28,18,0,0.06195301,0.056267947
2015,1,28,19,0,0.007542284,0.007471546
2015,1,28,20,0,0,0
2015,1,28,21,0,0,0
2015,1,28,22,0,0,0
2015,1,28,23,0,0,0
2015,1,29,0,0,0,0
2015,1,29,1,0,0,0
2015,1,29,2,0,0,0
2015,1,29,3,0,0,0
2015,1,29,4,0,0,0
2015,1,29,5,0,0,0
2015,1,29,6,0,0.00900163,0.010410467
2015,1,29,7,0,0.078569459,0.087860794
2015,1,29,8,0,0.260925723,0.280161164
2015,1,29,9,0,0.501570417,0.52395474
2015,1,29,10,0,0.653613235,0.673413393
2015,1,29,11,0,0.667277767,0.674411086
2015,1,29,12,0,0.581590056,0.600577453
2015,1,29,13,0,0.575592098,0.583414104
2015,1,29,14,0,0.497640711,0.510760713
2015,1,29,15,0,0.371401205,0.37960132
2015,1,29,16,0,0.369574033,0.35966459
2015,1,29,17,0,0.243871761,0.207844605
2015,1,29,18,0,0.08215678,0.068571569
2015,1,29,19,0,0.007808619,0.008900478
2015,1,29,20,0,0,0
2015,1,29,21,0,0,0
2015,1,29,22,0,0,0
2015,1,29,23,0,0,0
2015,1,30,0,0,0,0
2015,1,30,1,0,0,0
2015,1,30,2,0,0,0
2015,1,30,3,0,0,0
2015,1,30,4,0,0,0
2015,1,30,5,0,0,0
2015,1,30,6,0,0.012186881,0.013594314
2015,1,30,7,0,0.122847072,0.112565375
2015,1,30,8,0,0.310194312,0.31957478
2015,1,30,9,0,0.48202916,0.501490055
